MedInc,HouseAge,AveRooms,AveBedrms,Population,AveOccup,Latitude,Longitude,MedHouseValue
2.5083002015907763,0.9322686328901766,1.5266442320050742,-0.3322339551076386,-1.43742897146325,-0.3434693519293565,1.0426717088700814,-1.307632530223529,4.526
2.4950671708343743,-0.689681916037571,0.8740133313455476,-0.784887431854939,1.823385384796183,-0.7584581953904428,1.0333187470280185,-1.3026410236743566,3.585
1.9145930485788103,1.8243414348004379,2.667459022231549,0.10043869648707682,-1.1645181018196034,-0.11377136687174472,1.0286422661069887,-1.3126240367726942,3.521
1.0170265968957084,1.8243414348004379,0.5058882278760952,0.09706559418040145,-1.0672739988431315,-0.35055508920761586,1.0286422661069887,-1.3176155433218664,3.413
0.01793277478744777,1.8243414348004379,0.9122585440931107,0.16698909334849146,-1.056294825926433,-0.6917702725354458,1.0286422661069887,-1.3176155433218664,3.422
0.12390822277778382,1.8243414348004379,-0.4176876035099891,0.36351620830804915,-1.2946997235461704,-0.7304754337821483,1.0286422661069887,-1.3176155433218664,2.697
-0.0860966392681233,1.8243414348004379,-0.2687452568542236,-0.9637435814806384,-0.22658304407879482,-0.7411749670711361,1.023965785185959,-1.3176155433218664,2.992
-0.3858414661914709,1.8243414348004379,-0.38630751551064046,-0.0008721966886303563,-0.12777048782850897,-1.057878135121389,1.023965785185959,-1.3176155433218664,2.414
-0.9638691457861885,1.013366160336564,-0.8267163333889959,0.4857263470223976,-0.050916277411619984,-0.8356911076056386,1.023965785185959,-1.3226070498710387,2.267
-0.06824872803785174,1.8243414348004379,-0.2349045563574082,-0.6252346603482473,0.4902001020542311,-0.7003344715074452,1.023965785185959,-1.3176155433218664,2.611
-0.3396370604831976,1.8243414348004379,0.20866624342940743,0.15409619556847423,-0.5151784464605821,-0.6152232401415292,1.0286422661069887,-1.3226070498710387,2.815
-0.30216200699658347,1.8243414348004379,-0.40822036169114645,-0.3260133452211715,0.4164827981849702,-0.8150628168103112,1.0286422661069887,-1.3226070498710387,2.418
-0.41086190249559007,1.8243414348004379,0.07309707639351616,-0.4280226472055299,-0.22030923098353858,-0.5384361384242344,1.0286422661069887,-1.3226070498710387,2.135
-0.6340441943283333,1.8243414348004379,-1.084025801663599,0.31186242279197757,-1.4013545461655266,-0.8767810332140795,1.023965785185959,-1.3226070498710387,1.913
-1.0548879329636176,1.8243414348004379,-0.8540243382478168,-0.45542027311739885,-0.04150555776873562,-0.902776309684512,1.0286422661069887,-1.3226070498710387,1.592
-0.9390711133603282,1.662146379907663,-0.871940421752411,0.08756724473047085,-0.8492589937829771,-0.2647049405021583,1.0286422661069887,-1.3226070498710387,1.4
-0.577664811189718,1.8243414348004379,0.6128174229581653,-0.11842163281662366,-0.6986874794968272,-0.49223986488703625,1.0286422661069887,-1.327598556420204,1.525
-0.9417399598994343,1.8243414348004379,-1.0378289862374,-0.8274583319107636,-0.9261132041998661,-0.7316695366374851,1.0286422661069887,-1.327598556420204,1.555
